School Year,Building Code,DBN,Location Code,Location Name,Major Crime,Other Crime,Non Criminal,Property Crime,Violent Crime,NTA
2013-14,Q100,27Q100,Q100,P.S. 100 Glen Morris,0.0,0.0,1.0,0.0,0.0,South Ozone Park
2013-14,Q102,24Q102,Q102,P.S. 102 Bayview,0.0,0.0,1.0,0.0,0.0,Elmhurst-Maspeth
2013-14,Q105,27Q105,Q105,P.S. 105 The Bay School,2.0,0.0,1.0,0.0,2.0,Hammels-Arverne-Edgemere
2013-14,Q106,27Q106,Q106,P.S. 106,1.0,1.0,4.0,1.0,1.0,Hammels-Arverne-Edgemere
2013-14,Q107,25Q107,Q107,P.S. 107 Thomas A Dooley,1.0,1.0,1.0,0.0,1.0,East Flushing
2013-14,Q109,29Q109,Q109,Jean Nuzzi Intermediate School,2.0,1.0,8.0,1.0,2.0,Queens Village
2013-14,Q111,30Q111,Q111,P.S. 111 Jacob Blackwell,0.0,1.0,3.0,1.0,0.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q112,30Q112,Q112,P.S. 112 Dutch Kills,1.0,0.0,1.0,1.0,0.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q114,27Q114,Q114,P.S. / M.S. 114 Belle Harbor,0.0,1.0,1.0,0.0,0.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
2013-14,Q116,29Q116,Q116,PS/IS 116 William C. Hughley,1.0,4.0,1.0,3.0,1.0,South Jamaica
2013-14,Q118,29Q118,Q118,P.S. 118 Lorraine Hansberry,1.0,0.0,0.0,1.0,0.0,Hollis
2013-14,Q119,24Q119,Q119,I.S. 119 The Glendale,0.0,4.0,4.0,4.0,0.0,Glendale
2013-14,Q120,25Q120,Q120,P.S. 120 Queens,1.0,0.0,0.0,1.0,0.0,Queensboro Hill
2013-14,Q124,27Q124,Q124,P.S. 124 Osmond A Church,0.0,1.0,0.0,1.0,0.0,South Ozone Park
2013-14,Q125,24Q125,Q125,I.S. 125 Thom J. McCann Woodside,0.0,0.0,1.0,0.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q126,0,0,31-51 21 STREET CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,Astoria
2013-14,Q127,30Q127,Q127,P.S. 127 Aerospace Science Magne,0.0,4.0,3.0,2.0,1.0,East Elmhurst
2013-14,Q129,25Q129,Q129,P.S. 129 Patricia Larkin,0.0,0.0,1.0,0.0,0.0,Whitestone
2013-14,Q131,29Q131,Q131,P.S. 131 Abigail Adams,0.0,1.0,0.0,1.0,0.0,Briarwood-Jamaica Hills
2013-14,Q134,29Q134,Q134,P.S. 134 Hollis,0.0,0.0,2.0,0.0,0.0,Hollis
2013-14,Q136,29Q136,Q136,P.S. 136 Roy Wilkins,0.0,2.0,0.0,1.0,1.0,St. Albans
2013-14,Q137,27Q137,Q137,M.S. 137 America's School of Heroes,1.0,6.0,7.0,3.0,3.0,Ozone Park
2013-14,Q138,29Q138,Q138,P.S./ M.S.138 Sunrise,0.0,2.0,2.0,2.0,0.0,Rosedale
2013-14,Q140,28Q140,Q140,P.S. 140 Edward K Ellington,0.0,1.0,1.0,0.0,1.0,Baisley Park
2013-14,Q141,30Q141,Q141,I.S. 141 The Steinway,0.0,1.0,0.0,1.0,0.0,Steinway
2013-14,Q142,0,0,142-10 LINDEN BOULEVARD CONSOLIDATED LOCATION,6.0,3.0,11.0,3.0,6.0,Baisley Park
2013-14,Q143,24Q143,Q143,P.S. 143 Louis Armstrong,0.0,1.0,1.0,1.0,0.0,North Corona
2013-14,Q145,30Q145,Q145,I.S. 145 Joseph Pulitzer,1.0,2.0,5.0,0.0,2.0,Jackson Heights
2013-14,Q146,27Q146,Q146,P.S. 146 Howard Beach,0.0,0.0,1.0,0.0,0.0,Lindenwood-Howard Beach
2013-14,Q147,29Q147,Q147,PS/MS 147 Ronald McNair,0.0,3.0,1.0,1.0,2.0,Cambria Heights
2013-14,Q149,30Q149,Q149,P.S. 149 Christa Mcauliffe,0.0,0.0,1.0,0.0,0.0,Jackson Heights
2013-14,Q150,30Q150,Q150,P.S. 150 Queens,0.0,2.0,0.0,2.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q151,30Q151,Q151,P.S. 151 Mary D. Carter,0.0,0.0,2.0,0.0,0.0,Astoria
2013-14,Q152,30Q152,Q152,P.S. 152 Gwendoline N. Alleyne School,1.0,1.0,0.0,2.0,0.0,Woodside
2013-14,Q153,24Q153,Q153,P.S. 153 Maspeth Elem,0.0,0.0,2.0,0.0,0.0,Maspeth
2013-14,Q154,25Q154,Q154,P.S. 154 Queens,0.0,1.0,0.0,1.0,0.0,Kew Gardens Hills
2013-14,Q156,0,0,229-02 137 AVENUE CONSOLIDATED LOCATION,0.0,3.0,2.0,1.0,2.0,Laurelton
2013-14,Q157,28Q157,Q157,J.H.S. 157 Stephen A. Halsey,0.0,0.0,2.0,0.0,0.0,Forest Hills
2013-14,Q158,26Q158,Q158,M.S. 158 Marie Curie,1.0,1.0,1.0,1.0,1.0,Bayside-Bayside Hills
2013-14,Q160,28Q160,Q160,P.S. 160 Walter Francis Bishop,0.0,0.0,2.0,0.0,0.0,South Jamaica
2013-14,Q164,25Q164,Q164,P.S. 164 Queens Valley,0.0,2.0,0.0,0.0,1.0,Kew Gardens Hills
2013-14,Q165,25Q165,Q165,P.S. 165 Edith K. Bergtraum,0.0,1.0,3.0,1.0,0.0,Kew Gardens Hills
2013-14,Q168,0,0,158-40 76 ROAD CONSOLIDATED LOCATION,0.0,2.0,2.0,0.0,2.0,Kew Gardens Hills
2013-14,Q171,30Q171,Q171,P.S. 171 Peter G. Van Alst,0.0,1.0,1.0,0.0,0.0,Old Astoria
2013-14,Q172,26Q172,Q172,Irwin Altman Middle School 172,0.0,3.0,2.0,2.0,1.0,Glen Oaks-Floral Park-New Hyde Park
2013-14,Q175,28Q175,Q175,P.S. 175 The Lynn Gross Discovery School,0.0,0.0,1.0,0.0,0.0,Forest Hills
2013-14,Q177,75Q177,Q177,P.S. Q177,0.0,0.0,1.0,0.0,0.0,Auburndale
2013-14,Q180,27Q323,Q323,Scholars' Academy,1.0,1.0,0.0,2.0,0.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
2013-14,Q183,27Q183,Q183,P.S. 183 Dr. Richard R. Green,1.0,0.0,2.0,0.0,1.0,Hammels-Arverne-Edgemere
2013-14,Q185,25Q185,Q185,J.H.S. 185 Edward Bleeker,0.0,1.0,3.0,1.0,0.0,Murray Hill
2013-14,Q189,0,0,144-80 BARCLAY AVENUE CONSOLIDATED LOCATION,0.0,1.0,2.0,1.0,0.0,Murray Hill
2013-14,Q190,28Q190,Q190,J.H.S. 190 Russell Sage,0.0,3.0,4.0,1.0,0.0,Forest Hills
2013-14,Q191,0,0,85-15 258 STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Glen Oaks-Floral Park-New Hyde Park
2013-14,Q192,0,0,109-89 204 STREET CONSOLIDATED LOCATION,4.0,7.0,7.0,4.0,5.0,Hollis
2013-14,Q194,25Q194,Q194,J.H.S. 194 William Carr,0.0,1.0,1.0,1.0,0.0,Whitestone
2013-14,Q197,27Q197,Q197,P.S. 197 The Ocean School,0.0,0.0,2.0,0.0,0.0,Far Rockaway-Bayswater
2013-14,Q199,24Q199,Q199,P.S. 199 Maurice A. Fitzgerald,0.0,1.0,1.0,1.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q201,25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Rese,0.0,0.0,1.0,0.0,0.0,Pomonok-Flushing Heights-Hillcrest
2013-14,Q202,0,0,138-30 LAFAYETTE STREET CONSOLIDATED LOCATION,0.0,7.0,7.0,1.0,1.0,Ozone Park
2013-14,Q204,0,0,36-41 28 STREET CONSOLIDATED LOCATION,0.0,3.0,8.0,2.0,1.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q205,26Q205,Q205,P.S. 205 Alexander Graham Bell,0.0,0.0,1.0,0.0,0.0,Oakland Gardens
2013-14,Q206,28Q206,Q206,P.S. 206 The Horace Harding School,0.0,1.0,0.0,0.0,1.0,Rego Park
2013-14,Q207,27Q207,Q207,P.S. 207 Rockwood Park,1.0,0.0,0.0,1.0,0.0,Lindenwood-Howard Beach
2013-14,Q208,29Q208,Q208,P.S. / I.S. 208,0.0,2.0,0.0,0.0,2.0,Bellerose
2013-14,Q210,27Q210,Q210,J.H.S. 210 Elizabeth Blackwell,0.0,4.0,3.0,3.0,0.0,Woodhaven
2013-14,Q213,26Q213,Q213,P.S. 213 The Carl Ullman School,0.0,0.0,1.0,0.0,0.0,Oakland Gardens
2013-14,Q214,25Q214,Q214,P.S. 214 Cadwallader Colden,1.0,2.0,1.0,3.0,0.0,Flushing
2013-14,Q215,0,0,535 BRIAR PLACE CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,Far Rockaway-Bayswater
2013-14,Q216,26Q216,Q216,J.H.S. 216 George J. Ryan,0.0,1.0,1.0,1.0,0.0,Fresh Meadows-Utopia
2013-14,Q217,28Q217,Q217,J.H.S. 217 Robert A. Van Wyck,2.0,7.0,4.0,4.0,2.0,Briarwood-Jamaica Hills
2013-14,Q219,25Q219,Q219,P.S. 219 Paul Klapper,0.0,1.0,2.0,0.0,1.0,Kew Gardens Hills
2013-14,Q225,0,0,190 BEACH 110 STREET CONSOLIDATED LOCATION,0.0,0.0,3.0,0.0,0.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
2013-14,Q238,29Q238,Q238,I.S. 238 - Susan B. Anthony Academy,0.0,4.0,3.0,0.0,3.0,Jamaica
2013-14,Q226,0,0,121-10 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,0.0,7.0,11.0,3.0,3.0,South Ozone Park
2013-14,Q227,30Q227,Q227,I.S. 227 Louis Armstrong,1.0,2.0,3.0,3.0,0.0,East Elmhurst
2013-14,Q229,24Q229,Q229,P.S. 229 Emanuel Kaplan,0.0,0.0,1.0,0.0,0.0,Maspeth
2013-14,Q230,30Q230,Q230,I.S. 230,0.0,4.0,1.0,3.0,0.0,Jackson Heights
2013-14,Q231,0,0,145-00 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,4.0,6.0,3.0,9.0,1.0,Springfield Gardens South-Brookville
2013-14,Q234,0,0,30-14 30 STREET CONSOLIDATED LOCATION,0.0,1.0,2.0,0.0,1.0,Old Astoria
2013-14,Q237,0,0,46-21 COLDEN STREET CONSOLIDATED LOCATION,0.0,1.0,0.0,0.0,1.0,Flushing
2013-14,Q247,24Q128,Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",0.0,1.0,0.0,1.0,0.0,Middle Village
2013-14,Q260,24Q307,Q307,Pioneer Academy,1.0,1.0,0.0,2.0,0.0,North Corona
2013-14,Q263,29Q295,Q295,P.S./I.S. 295,0.0,0.0,1.0,0.0,0.0,Queens Village
2013-14,Q266,26Q266,Q266,P.S. / I.S. 266,0.0,0.0,1.0,0.0,0.0,Bellerose
2013-14,Q268,29Q268,Q268,PS/IS 268,0.0,0.0,1.0,0.0,0.0,Jamaica
2013-14,Q270,29Q270,Q270,The Gordon Parks School,0.0,1.0,2.0,0.0,1.0,Laurelton
2013-14,Q276,28Q048,Q048,P.S. 048 William Wordsworth,0.0,0.0,1.0,0.0,0.0,South Jamaica
2013-14,Q277,28Q182,Q182,P.S. 182 Samantha Smith,0.0,0.0,2.0,0.0,0.0,Briarwood-Jamaica Hills
2013-14,Q329,30Q329,Q329,East Elmhurst Community School,0.0,0.0,1.0,0.0,0.0,East Elmhurst
2013-14,Q400,0,0,156-10 BAISLEY BOULEVARD CONSOLIDATED LOCATION,5.0,9.0,9.0,4.0,8.0,Springfield Gardens North
2013-14,Q404,0,0,1-50 51ST AVENUE CONSOLIDATED LOCATION,1.0,2.0,2.0,3.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q405,26Q495,Q495,Bayside High School,3.0,11.0,11.0,9.0,4.0,Bayside-Bayside Hills
2013-14,Q451,30Q575,Q575,Academy of American Studies,0.0,0.0,2.0,0.0,0.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q410,0,0,100-00 BEACH CHANNEL DRIVE CONSOLIDATED LOCATION,4.0,11.0,20.0,9.0,5.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
2013-14,Q415,26Q415,Q415,Benjamin N. Cardozo High School,8.0,16.0,12.0,16.0,5.0,Oakland Gardens
2013-14,Q420,0,0,143-10 SPRINGFIELD BOULEVARD CONSOLIDATED LOCATION,0.0,4.0,15.0,2.0,1.0,Springfield Gardens North
2013-14,Q425,25Q425,Q425,John Bowne High School,2.0,9.0,32.0,6.0,3.0,Kew Gardens Hills
2013-14,Q430,26Q430,Q430,Francis Lewis High School,3.0,3.0,4.0,4.0,2.0,Auburndale
2013-14,Q435,26Q435,Q435,Martin Van Buren High School,2.0,11.0,26.0,7.0,5.0,Bellerose
2013-14,Q440,28Q440,Q440,Forest Hills High School,0.0,9.0,10.0,6.0,0.0,Forest Hills
2013-14,Q445,30Q445,Q445,William Cullen Bryant High School,1.0,12.0,9.0,7.0,4.0,Astoria
2013-14,Q450,30Q555,Q555,Newcomers High School,0.0,2.0,3.0,2.0,0.0,Queensbridge-Ravenswood-Long Island City
2013-14,Q452,30Q450,Q450,Long Island City High School,0.0,5.0,14.0,2.0,1.0,Astoria
2013-14,Q455,0,0,48-01 90 STREET CONSOLIDATED LOCATION,0.0,4.0,9.0,3.0,1.0,Elmhurst
2013-14,Q456,0,0,105-25 HORACE HARDING EXPY N CONSOLIDATED LOCATION,0.0,4.0,8.0,2.0,0.0,Corona
2013-14,Q460,0,0,35-01 UNION STREET CONSOLIDATED LOCATION,3.0,15.0,18.0,11.0,5.0,Flushing
2013-14,Q465,0,0,8-21 BAY 25 STREET CONSOLIDATED LOCATION,1.0,10.0,6.0,4.0,4.0,Far Rockaway-Bayswater
2013-14,Q585,24Q585,Q585,Maspeth High School,0.0,5.0,2.0,3.0,2.0,Maspeth
2013-14,Q470,0,0,167-01 GOTHIC DRIVE CONSOLIDATED LOCATION,0.0,8.0,9.0,5.0,3.0,Briarwood-Jamaica Hills
2013-14,Q475,0,0,89-30 114 STREET|94-25 117 Street|CONSOLIDATED LOCATION,4.0,13.0,23.0,6.0,7.0,
2013-14,Q600,24Q600,Q600,Queens Vocational and Technical High School,0.0,6.0,6.0,4.0,1.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q480,0,0,101-01 ROCKAWAY BOULEVARD CONSOLIDATED LOCATION,3.0,10.0,20.0,2.0,10.0,South Ozone Park
2013-14,Q485,24Q485,Q485,Grover Cleveland High School,2.0,3.0,22.0,0.0,5.0,Ridgewood
2013-14,R007,31R007,R007,I.S. 007 Elias Bernstein,0.0,4.0,10.0,1.0,3.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,Q490,0,0,207- 01 116TH  AVENUE CONSOLIDATED LOCATION,2.0,4.0,12.0,3.0,3.0,Cambria Heights
2013-14,Q505,28Q505,Q505,Hillcrest High School,2.0,6.0,12.0,3.0,5.0,Briarwood-Jamaica Hills
2013-14,Q515,25Q525,Q525,Townsend Harris High School,0.0,1.0,0.0,1.0,0.0,Kew Gardens Hills
2013-14,Q520,0,0,45-35 VAN DAM STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q566,26Q566,Q566,"Queens High School of Teaching, Liberal Arts and t",3.0,1.0,3.0,0.0,4.0,Bellerose
2013-14,Q595,28Q338,Q338,Queens Satellite High School for Opportunity,1.0,0.0,1.0,0.0,1.0,Jamaica
2013-14,Q610,24Q610,Q610,Aviation Career & Technical Education High School,0.0,4.0,6.0,3.0,0.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q620,28Q620,Q620,Thomas A. Edison Career and Technical Education Hi,5.0,5.0,7.0,3.0,6.0,Briarwood-Jamaica Hills
2013-14,Q633,29Q327,Q327,Eagle Academy for Young Men III,0.0,1.0,1.0,0.0,1.0,St. Albans
2013-14,Q650,27Q650,Q650,"High School for Construction Trades, Engineering a",1.0,3.0,2.0,4.0,0.0,Richmond Hill
2013-14,Q680,28Q896,Q896,"Young Women's Leadership School, Queens",0.0,0.0,1.0,0.0,0.0,Briarwood-Jamaica Hills
2013-14,Q686,0,0,91-30 METROPOLITAN AVENUE CONSOLIDATED LOCATION,0.0,2.0,3.0,2.0,0.0,Forest Hills
2013-14,Q690,28Q690,Q690,High School for Law Enforcement and Public Safety,3.0,7.0,8.0,5.0,4.0,Baisley Park
2013-14,Q707,25Q670,Q670,Robert F. Kennedy Community High School,0.0,4.0,2.0,2.0,1.0,Kew Gardens Hills
2013-14,Q722,75Q721,Q721,John F. Kennedy Jr. School,0.0,1.0,0.0,1.0,0.0,Elmhurst
2013-14,Q725,30Q502,Q502,Information Technology High School,0.0,7.0,5.0,5.0,2.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q733,0,0,90-01 SUTPHIN BOULEVARD CONSOLIDATED LOCATION,0.0,2.0,0.0,1.0,1.0,Jamaica
2013-14,R005,31R005,R005,P.S. 005 Huguenot,0.0,2.0,1.0,2.0,0.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,Q735,0,0,30-20 THOMSON AVENUE CONSOLIDATED LOCATION,0.0,3.0,4.0,2.0,1.0,Hunters Point-Sunnyside-West Maspeth
2013-14,Q744,0,0,45-10 94TH STREET CONSOLIDATED LOCATION,0.0,4.0,4.0,4.0,0.0,Elmhurst
2013-14,Q774,28Q687,Q687,Queens High School for the Sciences at York Colleg,0.0,1.0,1.0,0.0,0.0,Jamaica
2013-14,Q792,25Q792,Q792,North Queens Community High School,0.0,3.0,2.0,2.0,1.0,Kew Gardens Hills
2013-14,Q799,29Q326,Q326,Cambria Heights Academy,0.0,1.0,1.0,1.0,0.0,Jamaica
2013-14,Q811,75Q811,Q811,P.S. Q811,0.0,1.0,1.0,1.0,0.0,Douglas Manor-Douglaston-Little Neck
2013-14,Q849,24Q077,Q077,I.S. 077,0.0,2.0,1.0,1.0,1.0,Ridgewood
2013-14,Q877,24Q877,Q877,The 51 Avenue Academy (The Path To Academic Excell,0.0,0.0,1.0,0.0,0.0,Elmhurst-Maspeth
2013-14,QAZJ,75Q404,QHOS,Hospital Schools - Queens,0.0,0.0,2.0,0.0,0.0,Glen Oaks-Floral Park-New Hyde Park
2013-14,R001,31R001,R001,P.S. 001 Tottenville,0.0,0.0,1.0,0.0,0.0,Charleston-Richmond Valley-Tottenville
2013-14,R002,31R002,R002,I.S. R002 George L. Egbert,0.0,2.0,6.0,0.0,2.0,New Dorp-Midland Beach
2013-14,R003,31R003,R003,P.S. 003 The Margaret Gioiosa School,0.0,0.0,2.0,0.0,0.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,R004,31R004,R004,P.S. 004 Maurice Wollin,0.0,0.0,1.0,0.0,0.0,Arden Heights
2013-14,R006,31R006,R006,P.S. 6 Corporal Allan F. Kivlehan School,0.0,0.0,1.0,0.0,0.0,Charleston-Richmond Valley-Tottenville
2013-14,R008,31R008,R008,P.S. 8 Shirlee Solomon,0.0,0.0,1.0,0.0,0.0,Great Kills
2013-14,R011,31R011,R011,P.S. 11 Thomas Dongan School,0.0,2.0,2.0,2.0,0.0,Old Town-Dongan Hills-South Beach
2013-14,R013,31R013,R013,P.S. 013 M. L. Lindemeyer,0.0,0.0,2.0,0.0,0.0,Stapleton-Rosebank
2013-14,R014,0,0,100 TOMPKINS AVENUE CONSOLIDATED LOCATION,0.0,1.0,2.0,0.0,0.0,Stapleton-Rosebank
2013-14,R016,31R016,R016,P.S. 016 John J. Driscoll,1.0,2.0,0.0,2.0,1.0,West New Brighton-New Brighton-St. George
2013-14,R018,31R018,R018,P.S. 018 John G. Whittier,1.0,1.0,1.0,1.0,1.0,New Brighton-Silver Lake
2013-14,R019,31R019,R019,P.S. 019 The Curtis School,0.0,0.0,1.0,0.0,0.0,West New Brighton-New Brighton-St. George
2013-14,R020,31R020,R020,P.S. 020 Port Richmond,1.0,0.0,2.0,1.0,0.0,Port Richmond
2013-14,R022,31R022,R022,P.S. 022 Graniteville,0.0,1.0,1.0,1.0,0.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2013-14,R024,31R024,R024,I.S. 024 Myra S. Barnes,0.0,0.0,8.0,0.0,0.0,Great Kills
2013-14,R026,31R026,R026,P.S. 026 The Carteret School,0.0,1.0,0.0,1.0,0.0,New Springville-Bloomfield-Travis
2013-14,R027,31R027,R027,I.S. 027 Anning S. Prall,1.0,11.0,12.0,7.0,2.0,West New Brighton-New Brighton-St. George
2013-14,R030,31R030,R030,P.S. 030 Westerleigh,0.0,1.0,0.0,0.0,1.0,Westerleigh
2013-14,R031,31R031,R031,P.S. 031 William T. Davis,0.0,0.0,1.0,0.0,0.0,West New Brighton-New Brighton-St. George
2013-14,R038,31R038,R038,P.S. 038 George Cromwell,0.0,1.0,0.0,1.0,0.0,New Dorp-Midland Beach
2013-14,R039,31R039,R039,P.S. 39 Francis J. Murphy Jr.,1.0,1.0,1.0,2.0,0.0,Grasmere-Arrochar-Ft. Wadsworth
2013-14,R040,0,0,91 HENDERSON AVENUE CONSOLIDATED LOCATION,0.0,1.0,1.0,0.0,0.0,West New Brighton-New Brighton-St. George
2013-14,R041,31R041,R041,P.S. 041 New Dorp,0.0,1.0,4.0,1.0,0.0,New Dorp-Midland Beach
2013-14,R042,31R042,R042,P.S. 042 Eltingville,1.0,1.0,0.0,2.0,0.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,R043,0,0,100 ESSEX DRIVE CONSOLIDATED LOCATION,0.0,3.0,11.0,3.0,0.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2013-14,R044,31R044,R044,P.S. 044 Thomas C. Brown,0.0,2.0,1.0,1.0,1.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2013-14,R045,31R045,R045,P.S. 045 John Tyler,0.0,1.0,1.0,1.0,0.0,New Brighton-Silver Lake
2013-14,R046,31R046,R046,P.S. 046 Albert V. Maniscalco,0.0,2.0,0.0,2.0,0.0,Grasmere-Arrochar-Ft. Wadsworth
2013-14,R048,31R009,R009,Naples Street Elementary School,0.0,1.0,0.0,1.0,0.0,Grasmere-Arrochar-Ft. Wadsworth
2013-14,R049,31R049,R049,I.S. 49 Berta A. Dreyfus,1.0,4.0,9.0,1.0,4.0,Stapleton-Rosebank
2013-14,R051,31R051,R051,I.S. 051 Edwin Markham,1.0,5.0,6.0,2.0,2.0,Port Richmond
2013-14,R053,31R053,R053,P.S. 053 Bay Terrace,0.0,0.0,1.0,0.0,0.0,Great Kills
2013-14,R054,31R054,R054,P.S. 054 Charles W. Leng,0.0,1.0,0.0,1.0,0.0,New Springville-Bloomfield-Travis
2013-14,R055,31R055,R055,P.S. 055 Henry M. Boehm,0.0,0.0,1.0,0.0,0.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,R057,31R057,R057,P.S. 057 Hubert H. Humphrey,0.0,0.0,1.0,0.0,0.0,Grymes Hill-Clifton-Fox Hills
2013-14,R058,31R058,R058,Space Shuttle Columbia School,0.0,0.0,1.0,0.0,0.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2013-14,R060,31R060,R060,P.S. 060 Alice Austen,1.0,0.0,1.0,1.0,0.0,New Springville-Bloomfield-Travis
2013-14,R061,31R061,R061,I.S. 061 William A Morris,1.0,9.0,7.0,6.0,2.0,New Brighton-Silver Lake
2013-14,R071,31R048,R048,P.S. 048 William C. Wilcox,0.0,0.0,1.0,0.0,0.0,Grasmere-Arrochar-Ft. Wadsworth
2013-14,R072,31R072,R072,I.S. 072 Rocco Laurie,0.0,1.0,3.0,1.0,0.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2013-14,R075,31R075,R075,I.S. 075 Frank D. Paulo,0.0,1.0,0.0,0.0,0.0,Arden Heights
2013-14,R435,0,0,465 NEW DORP LANE CONSOLIDATED LOCATION,0.0,14.0,26.0,9.0,4.0,New Dorp-Midland Beach
2013-14,R445,31R445,R445,Port Richmond High School,0.0,19.0,34.0,9.0,8.0,Port Richmond
2013-14,R450,31R450,R450,Curtis High School,5.0,26.0,37.0,15.0,12.0,West New Brighton-New Brighton-St. George
2013-14,R455,0,0,100 LUTEN AVENUE CONSOLIDATED LOCATION,1.0,12.0,13.0,7.0,6.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,R460,31R460,R460,Susan E. Wagner High School,3.0,12.0,36.0,9.0,2.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2013-14,R470,31R470,R470,Concord High School,0.0,1.0,0.0,1.0,0.0,Grymes Hill-Clifton-Fox Hills
2013-14,R600,31R600,R600,Ralph R. McKee Career and Technical Education High,0.0,8.0,15.0,1.0,3.0,West New Brighton-New Brighton-St. George
2013-14,R722,75R721,R721,THE RICHARD H. HUNGERFORD SCHOOL,0.0,3.0,2.0,1.0,2.0,Stapleton-Rosebank
2013-14,R825,0,0,6581 HYLAN BOULEVARD  CONSOLIDATED LOCATION,2.0,7.0,45.0,1.0,7.0,Annadale-Huguenot-Prince's Bay-Eltingville
2013-14,R829,31R065,R065,P.S. 65 The Academy of Innovative Learning,0.0,1.0,0.0,0.0,0.0,Stapleton-Rosebank
2013-14,R831,31R074,R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,0.0,2.0,1.0,1.0,1.0,West New Brighton-New Brighton-St. George
2013-14,R840,75R037,R037,P.S. R037,0.0,0.0,1.0,0.0,0.0,Great Kills
2013-14,R861,31R861,R861,Staten Island School of Civic Leadership,0.0,0.0,1.0,0.0,0.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2013-14,R880,31R080,R080,The Michael J. Petrides School,0.0,3.0,7.0,1.0,1.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2013-14,X001,07X001,X001,P.S. 001 Courtlandt School,0.0,1.0,0.0,0.0,1.0,Melrose South-Mott Haven North
2013-14,X002,0,0,1363 FULTON AVENUE CONSOLIDATED LOCATION,2.0,4.0,6.0,2.0,1.0,Claremont-Bathgate
2013-14,X003,10X003,X003,P.S. 3 Raul Julia Micro Society,0.0,2.0,2.0,1.0,0.0,East Tremont
2013-14,X004,0,0,1701 FULTON AVENUE CONSOLIDATED LOCATION,2.0,1.0,3.0,1.0,1.0,Claremont-Bathgate
2013-14,X005,07X005,X005,PS 5 Port Morris,0.0,0.0,1.0,0.0,0.0,Melrose South-Mott Haven North
2013-14,X006,12X006,X006,P.S. 006 West Farms,0.0,2.0,0.0,2.0,0.0,East Tremont
2013-14,X007,10X007,X007,P.S. 007 Kingsbridge,0.0,0.0,1.0,0.0,0.0,Spuyten Duyvil-Kingsbridge
2013-14,X008,10X008,X008,P.S. 008 Issac Varian,0.0,2.0,2.0,2.0,0.0,Bedford Park-Fordham North
2013-14,X011,09X011,X011,P.S. 011 Highbridge,0.0,0.0,1.0,0.0,0.0,Highbridge
2013-14,X012,75X012,X012,P.S. X012 Lewis and Clark School,3.0,7.0,10.0,4.0,6.0,Van Nest-Morris Park-Westchester Square
2013-14,X014,08X014,X014,P.S. X014 Senator John Calandra,0.0,1.0,1.0,1.0,0.0,Schuylerville-Throgs Neck-Edgewater Park
2013-14,X015,0,0,2195 ANDREWS AVENUE CONSOLIDATED LOCATION,0.0,3.0,1.0,0.0,1.0,Kingsbridge Heights
2013-14,X016,11X016,X016,P.S. 016 Wakefield,1.0,0.0,1.0,0.0,1.0,Woodlawn-Wakefield
