School Year,Building Code,DBN,Location Code,Location Name,Major Crime,Other Crime,Non Criminal,Property Crime,Violent Crime,NTA
2013-14,K001,15K001,K001,P.S. 001 The Bergen,0.0,2.0,1.0,1.0,0.0,Sunset Park West
2013-14,K002,0,0,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,1.0,5.0,2.0,2.0,4.0,Prospect Lefferts Gardens-Wingate
2013-14,K003,13K003,K003,P.S. 003 The Bedford Village,2.0,0.0,0.0,2.0,0.0,Clinton Hill
2013-14,K005,16K005,K005,P.S. 005 Dr. Ronald Mcnair,1.0,1.0,0.0,2.0,0.0,Stuyvesant Heights
2013-14,K006,17K006,K006,P.S. 006,0.0,1.0,2.0,0.0,0.0,Erasmus
2013-14,K007,19K007,K007,P.S. 007 Abraham Lincoln,0.0,1.0,0.0,0.0,0.0,Cypress Hills-City Line
2013-14,K009,0,0,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,0.0,1.0,1.0,1.0,0.0,Prospect Heights
2013-14,K010,15K010,K010,"Magnet School of Math, Science and Design Technolo",0.0,1.0,0.0,0.0,1.0,Park Slope-Gowanus
2013-14,K011,13K011,K011,P.S. 011 Purvis J. Behan,1.0,0.0,1.0,1.0,0.0,Clinton Hill
2013-14,K107,15K107,K107,P.S. 107 John W. Kimball,0.0,1.0,0.0,1.0,0.0,Park Slope-Gowanus
2013-14,K012,0,0,430 HOWARD AVENUE CONSOLIDATED LOCATION,2.0,3.0,3.0,5.0,0.0,Ocean Hill
2013-14,K013,0,0,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,0.0,1.0,4.0,0.0,1.0,East New York (Pennsylvania Ave)
2013-14,K014,22K014,K014,J.H.S. 014 Shell Bank,0.0,4.0,2.0,3.0,0.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2013-14,K015,15K015,K015,P.S. 015 Patrick F. Daly,0.0,1.0,1.0,1.0,0.0,Carroll Gardens-Columbia Street-Red Hook
2013-14,K016,0,0,157 WILSON STREET CONSOLIDATED LOCATION,0.0,0.0,2.0,0.0,0.0,Williamsburg
2013-14,K017,0,0,208 NORTH  5 STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,North Side-South Side
2013-14,K018,14K018,K018,P.S. 018 Edward Bush,1.0,2.0,1.0,3.0,0.0,East Williamsburg
2013-14,K019,0,0,325 SOUTH  3 STREET CONSOLIDATED LOCATION,0.0,1.0,1.0,1.0,0.0,North Side-South Side
2013-14,K020,0,0,225 ADELPHI STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Fort Greene
2013-14,K021,16K021,K021,P.S. 021 Crispus Attucks,0.0,1.0,1.0,1.0,0.0,Crown Heights North
2013-14,K022,0,0,443 ST MARKS AVENUE CONSOLIDATED LOCATION,2.0,0.0,2.0,2.0,0.0,Crown Heights North
2013-14,K102,20K102,K102,P.S. 102 The Bayview,0.0,1.0,1.0,1.0,0.0,Bay Ridge
2013-14,K023,0,0,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,1.0,0.0,0.0,1.0,0.0,Bedford
2013-14,K024,15K024,K024,P.S. 024,0.0,0.0,1.0,0.0,0.0,Sunset Park West
2013-14,K025,0,0,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,0.0,3.0,0.0,0.0,2.0,Stuyvesant Heights
2013-14,K026,0,0,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,1.0,0.0,6.0,1.0,0.0,Stuyvesant Heights
2013-14,K027,0,0,27 HUNTINGTON STREET CONSOLIDATED LOCATION,0.0,1.0,0.0,1.0,0.0,Carroll Gardens-Columbia Street-Red Hook
2013-14,K029,15K029,K029,P.S. 029 John M. Harrigan,0.0,0.0,1.0,0.0,0.0,Carroll Gardens-Columbia Street-Red Hook
2013-14,K032,0,0,317 HOYT STREET CONSOLIDATED LOCATION,1.0,3.0,1.0,4.0,0.0,Carroll Gardens-Columbia Street-Red Hook
2013-14,K033,0,0,70 TOMPKINS AVENUE CONSOLIDATED LOCATION,1.0,7.0,2.0,4.0,3.0,Bedford
2013-14,K034,14K034,K034,P.S. 034 Oliver H. Perry,1.0,1.0,0.0,2.0,0.0,Greenpoint
2013-14,K035,0,0,272 MACDONOUGH STREET CONSOLIDATED LOCATION,0.0,1.0,2.0,0.0,1.0,Stuyvesant Heights
2013-14,K038,15K038,K038,P.S. 038 The Pacific,0.0,0.0,1.0,0.0,0.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2013-14,K040,0,0,265 RALPH AVENUE CONSOLIDATED LOCATION,1.0,0.0,0.0,1.0,0.0,Stuyvesant Heights
2013-14,K041,23K041,K041,P.S. 041 Francis White,0.0,6.0,0.0,0.0,5.0,Brownsville
2013-14,K043,21K098,K098,I.S. 98 Bay Academy,0.0,0.0,1.0,0.0,0.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2013-14,K044,0,0,432 MONROE STREET CONSOLIDATED LOCATION,0.0,0.0,1.0,0.0,0.0,Stuyvesant Heights
2013-14,K045,32K045,K045,P.S./I.S. 045 Horace E. Greene,0.0,1.0,2.0,1.0,0.0,Bushwick South
2013-14,K046,0,0,100 CLERMONT AVENUE CONSOLIDATED LOCATION,2.0,1.0,2.0,3.0,0.0,Fort Greene
2013-14,K049,0,0,223 GRAHAM AVENUE CONSOLIDATED LOCATION,1.0,8.0,4.0,4.0,4.0,East Williamsburg
2013-14,K108,19K108,K108,P.S. 108 Sal Abbracciamento,0.0,0.0,3.0,0.0,0.0,Cypress Hills-City Line
2013-14,K050,0,0,183 SOUTH  3 STREET  CONSOLIDATED LOCATION,0.0,2.0,1.0,1.0,1.0,North Side-South Side
2013-14,K052,22K052,K052,P.S. 052 Sheepshead Bay,0.0,1.0,0.0,0.0,1.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2013-14,K054,13K054,K054,P.S. 054 Samuel C. Barnes,1.0,0.0,0.0,0.0,1.0,Bedford
2013-14,K055,0,0,2021 BERGEN STREET CONSOLIDATED LOCATION,0.0,5.0,7.0,3.0,1.0,Ocean Hill
2013-14,K104,20K104,K104,P.S./I.S. 104 The Fort Hamilton School,0.0,1.0,2.0,1.0,0.0,Bay Ridge
2013-14,K057,0,0,125 STUYVESANT AVENUE CONSOLIDATED LOCATION,2.0,3.0,4.0,2.0,1.0,Stuyvesant Heights
2013-14,K059,0,0,211 THROOP AVENUE CONSOLIDATED LOCATION,0.0,1.0,0.0,0.0,0.0,Stuyvesant Heights
2013-14,K061,17K061,K061,M.S. 061 Dr. Gladstone H. Atwell,2.0,6.0,8.0,3.0,4.0,Prospect Lefferts Gardens-Wingate
2013-14,K062,20K062,K062,J.H.S. 062 Ditmas,0.0,2.0,0.0,1.0,1.0,Kensington-Ocean Parkway
2013-14,K067,0,0,51 SAINT EDWARDS STREET CONSOLIDATED LOCATION,0.0,2.0,2.0,1.0,0.0,Fort Greene
2013-14,K068,18K068,K068,I.S. 068 Isaac Bildersee,2.0,10.0,7.0,3.0,7.0,Canarsie
2013-14,K071,0,0,215 HEYWARD STREET CONSOLIDATED LOCATION,3.0,13.0,12.0,7.0,7.0,Williamsburg
2013-14,K072,0,0,605 SHEPHERD AVENUE CONSOLIDATED LOCATION,1.0,2.0,4.0,1.0,2.0,East New York
2013-14,K073,0,0,251 MCDOUGAL STREET CONSOLIDATED LOCATION,0.0,1.0,5.0,0.0,1.0,Ocean Hill
2013-14,K075,32K075,K075,P.S. 075 Mayda Cortiella,0.0,0.0,1.0,0.0,0.0,Bushwick South
2013-14,K078,22K078,K078,J.H.S. 078 Roy H. Mann,1.0,3.0,7.0,1.0,3.0,Georgetown-Marine Park-Bergen Beach-Mill Basin
2013-14,K081,16K081,K081,P.S. 081 Thaddeus Stevens,0.0,4.0,2.0,2.0,1.0,Stuyvesant Heights
2013-14,K084,14K084,K084,P.S. 084 Jose De Diego,0.0,0.0,1.0,0.0,0.0,North Side-South Side
2013-14,K085,75K753,K753,P.S. K753 - School for Career Development,2.0,4.0,4.0,3.0,3.0,Fort Greene
2013-14,K088,0,0,544 7TH AVENUE CONSOLIDATED LOCATION,0.0,7.0,4.0,3.0,3.0,Sunset Park West
2013-14,K090,21K090,K090,P.S. 90 Edna Cohen School,0.0,2.0,2.0,2.0,0.0,West Brighton
2013-14,K091,17K091,K091,P.S. 091 The Albany Avenue School,1.0,2.0,2.0,1.0,2.0,Prospect Lefferts Gardens-Wingate
2013-14,K092,0,0,601 PARKSIDE AVENUE CONSOLIDATED LOCATION,2.0,0.0,2.0,1.0,1.0,Prospect Lefferts Gardens-Wingate
2013-14,K093,13K093,K093,P.S. 093 William H. Prescott,0.0,1.0,0.0,1.0,0.0,Crown Heights North
2013-14,K094,15K094,K094,P.S. 094 The Henry Longfellow,0.0,1.0,0.0,1.0,0.0,Sunset Park East
2013-14,K095,21K095,K095,P.S. 095 The Gravesend,0.0,0.0,3.0,0.0,0.0,Gravesend
2013-14,K096,21K096,K096,I.S. 096 Seth Low,0.0,3.0,8.0,1.0,1.0,Bensonhurst East
2013-14,K097,21K097,K097,P.S. 97 The Highlawn,0.0,1.0,1.0,1.0,0.0,Bensonhurst East
2013-14,K099,21K099,K099,P.S. 099 Isaac Asimov,0.0,0.0,1.0,0.0,0.0,Ocean Parkway South
2013-14,K100,21K100,K100,P.S. 100 The Coney Island School,1.0,0.0,1.0,0.0,1.0,West Brighton
2013-14,K101,21K101,K101,P.S. 101 The Verrazano,0.0,0.0,1.0,0.0,0.0,Bensonhurst East
2013-14,K105,20K105,K105,P.S. 105 The Blythebourne,0.0,1.0,0.0,1.0,0.0,Borough Park
